[Gene ID]	[source_id]	[Product Description]	[Input ID]	
Tb927.3.710	Tb927.3.710:mRNA	RING-variant domain containing protein, putative	Tb927.3.710	
Tb927.3.720	Tb927.3.720:mRNA	zinc finger protein 3	Tb927.3.720	
Tb927.3.730	Tb927.3.730:mRNA	hypothetical protein, conserved	Tb927.3.730	
Tb927.3.770	Tb927.3.770:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb927.3.770	
Tb927.3.780	Tb927.3.780:mRNA	proteasome alpha 7 subunit	Tb927.3.780	
Tb927.3.790	Tb927.3.790:mRNA	zinc finger CCCH domain-containing protein 6, putative	Tb927.3.790	
Tb927.3.800	Tb927.3.800:mRNA	Vacuolar iron transporter 1, putative	Tb927.3.800	
Tb927.3.830	Tb927.3.830:mRNA	flap endonuclease-1 (FEN-1), putative	Tb927.3.830	
Tb927.3.850	Tb927.3.850:mRNA	hypothetical protein, conserved	Tb927.3.850	
Tb927.3.870	Tb927.3.870:mRNA	Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative	Tb927.3.870	
Tb927.3.890	Tb927.3.890:mRNA	hypothetical protein, conserved	Tb927.3.890	
Tb927.3.910	Tb927.3.910:mRNA	tubulin gamma chain	Tb927.3.910	
Tb927.3.920	Tb927.3.920:mRNA	hypothetical protein, conserved	Tb927.3.920	
Tb927.3.930	Tb927.3.930:mRNA	dynein heavy chain, putative	Tb927.3.930	
Tb927.3.990	Tb927.3.990:mRNA	hypothetical protein, conserved	Tb927.3.990	
Tb927.4.1000	Tb927.4.1000:mRNA	hypothetical protein, conserved	Tb927.4.1000	
Tb927.4.1010	Tb927.4.1010:mRNA	hypothetical protein	Tb927.4.1010	
Tb927.4.1020	Tb927.4.1020:mRNA	serine-palmitoyl-CoA transferase, putative	Tb927.4.1020	
Tb927.4.1030	Tb927.4.1030:mRNA	Protein of unknown function (DUF501), putative	Tb927.4.1030	
Tb927.4.1040	Tb927.4.1040:mRNA	hypothetical protein, conserved	Tb927.4.1040	
Tb927.4.1050	Tb927.4.1050:mRNA	inositol-pentakisphosphate 2-kinase	Tb927.4.1050	
Tb927.4.1060	Tb927.4.1060:mRNA	hypothetical protein, conserved	Tb927.4.1060	
Tb927.4.1070	Tb927.4.1070:mRNA	Mitochondrial ribosomal protein L13	Tb927.4.1070	
Tb927.4.1090	Tb927.4.1090:mRNA	endosomal integral membrane protein, putative	Tb927.4.1090	
Tb927.4.1100	Tb927.4.1100:mRNA	ribosomal protein L21E (60S), putative	Tb927.4.1100	
Tb927.4.1120	Tb927.4.1120:mRNA	hypothetical protein, conserved	Tb927.4.1120	
Tb927.4.1130	Tb927.4.1130:mRNA	Complex 1 protein (LYR family), putative	Tb927.4.1130	
Tb927.4.1140	Tb927.4.1140:mRNA	phosphatidylinositol 4-kinase, putative	Tb927.4.1140	
Tb927.4.1150	Tb927.4.1150:mRNA	hypothetical protein, conserved	Tb927.4.1150	
Tb927.4.1170	Tb927.4.1170:mRNA	ankyrin, putative	Tb927.4.1170	
Tb927.4.120	Tb927.4.120:mRNA	hypothetical protein	Tb927.4.120	
Tb927.4.1210	Tb927.4.1210:mRNA	hypothetical protein	Tb927.4.1210	
Tb927.4.1230	Tb927.4.1230:mRNA	hypothetical protein	Tb927.4.1230	
Tb927.4.1240	Tb927.4.1240:mRNA	hypothetical protein	Tb927.4.1240	
Tb927.4.1260	Tb927.4.1260:mRNA	hypothetical protein, conserved	Tb927.4.1260	
Tb927.4.1270	Tb927.4.1270:mRNA	ruvB-like DNA helicase, putative	Tb927.4.1270	
Tb927.4.1280	Tb927.4.1280:mRNA	Tetratricopeptide repeat, putative	Tb927.4.1280	
Tb927.4.1290	Tb927.4.1290:mRNA	hypothetical protein, conserved	Tb927.4.1290	
Tb927.4.1300	Tb927.4.1300:mRNA	amidinotransferase, putative	Tb927.4.1300	
Tb927.4.1330	Tb927.4.1330:mRNA	DNA topoisomerase IB, large subunit	Tb927.4.1330	
Tb927.4.1340	Tb927.4.1340:mRNA	Cleavage and polyadenylation specificity factor subunit	Tb927.4.1340	
Tb927.4.1360	Tb927.4.1360:mRNA	Glucose-6-phosphate 1-epimerase, putative	Tb927.4.1360	
Tb927.4.1370	Tb927.4.1370:mRNA	hypothetical protein, conserved	Tb927.4.1370	
Tb927.4.1380	Tb927.4.1380:mRNA	D-Tyr-tRNA(Tyr) deacylase, putative	Tb927.4.1380	
Tb927.4.1390	Tb927.4.1390:mRNA	hypothetical protein, conserved	Tb927.4.1390	
Tb927.4.1400	Tb927.4.1400:mRNA	vacuolar transport protein 4A, putative	Tb927.4.1400	
Tb927.4.1420	Tb927.4.1420:mRNA	hypothetical protein, conserved	Tb927.4.1420	
Tb927.4.1440	Tb927.4.1440:mRNA	probable rRNA maturation factor YbeY, putative	Tb927.4.1440	
Tb927.4.1450	Tb927.4.1450:mRNA	hypothetical protein, conserved	Tb927.4.1450	
Tb927.4.1460	Tb927.4.1460:mRNA	Zn-finger in ubiquitin-hydrolases and other protein, putative	Tb927.4.1460	
Tb927.4.1480	Tb927.4.1480:mRNA	DNA cross-link repair protein pso2/snm1	Tb927.4.1480	
Tb927.4.1490	Tb927.4.1490:mRNA	hypothetical protein, conserved	Tb927.4.1490	
Tb927.4.150	Tb927.4.150:mRNA	Protein of unknown function (DUF1181), putative	Tb927.4.150	
Tb927.4.1510	Tb927.4.1510:mRNA	phospholipid-translocating ATPase, putative	Tb927.4.1510	
Tb927.4.1520	Tb927.4.1520:mRNA	Simiate family protein, putative	Tb927.4.1520	
Tb927.4.1560	Tb927.4.1560:mRNA	hypothetical protein, conserved	Tb927.4.1560	
Tb927.4.1570	Tb927.4.1570:mRNA	hypothetical protein, conserved	Tb927.4.1570	
Tb927.4.1580	Tb927.4.1580:mRNA	WW domain containing protein, putative	Tb927.4.1580	
Tb927.4.1590	Tb927.4.1590.1	Present in the outer mitochondrial membrane proteome 28	Tb927.4.1590	
Tb927.4.1590	Tb927.4.1590.2	Present in the outer mitochondrial membrane proteome 28	Tb927.4.1590	
Tb927.4.1600	Tb927.4.1600:mRNA	AAA domain containing protein, putative	Tb927.4.1600	
Tb927.4.1620	Tb927.4.1620:mRNA	phosphatidylinositol phosphate kinase alpha	Tb927.4.1620	
Tb927.4.1630	Tb927.4.1630:mRNA	ribosomal RNA processing protein 6	Tb927.4.1630	
Tb927.4.1650	Tb927.4.1650:mRNA	hypothetical protein, conserved	Tb927.4.1650	
Tb927.4.1660	Tb927.4.1660:mRNA	mitochondrial carrier protein, putative	Tb927.4.1660	
Tb927.4.1670	Tb927.4.1670:mRNA	cytochrome b5-like Heme/Steroid binding domain containing protein, putative	Tb927.4.1670	
Tb927.4.1680	Tb927.4.1680:mRNA	ZFP family member, putative	Tb927.4.1680	
Tb927.4.1690	Tb927.4.1690:mRNA	Retinal Maintenance, putative	Tb927.4.1690	
Tb927.4.170	Tb927.4.170:mRNA	hypothetical protein	Tb927.4.170	
Tb927.4.1700	Tb927.4.1700:mRNA	CK1/TTBK protein kinase, putative	Tb927.4.1700	
Tb927.4.1710	Tb927.4.1710:mRNA	rhodanese-like domain containing protein, putative	Tb927.4.1710	
Tb927.4.1720	Tb927.4.1720:mRNA	Nucleoside diphosphate kinase 3	Tb927.4.1720	
Tb927.4.1750	Tb927.4.1750:mRNA	hypothetical protein, conserved	Tb927.4.1750	
Tb927.4.1760	Tb927.4.1760:mRNA	hypothetical protein, conserved	Tb927.4.1760	
Tb927.4.1770	Tb927.4.1770:mRNA	hypothetical protein, conserved	Tb927.4.1770	
Tb927.4.1780	Tb927.4.1780:mRNA	hypothetical protein, conserved	Tb927.4.1780	
Tb927.4.1790	Tb927.4.1790:mRNA	ribosomal protein L3, putative	Tb927.4.1790	
Tb927.4.1810	Tb927.4.1810:mRNA	mitochondrial ribosomal protein L33	Tb927.4.1810	
Tb927.4.1820	Tb927.4.1820:mRNA	selenocysteine-specific elongation factor, putative	Tb927.4.1820	
Tb927.4.1830	Tb927.4.1830:mRNA	Urm1 (Ubiquitin related modifier), putative	Tb927.4.1830	
Tb927.4.1850	Tb927.4.1850:mRNA	hypothetical protein, conserved	Tb927.4.1850	
Tb927.4.1860	Tb927.4.1860:mRNA	ribosomal protein S19, putative	Tb927.4.1860	
Tb927.4.1870	Tb927.4.1870:mRNA	Serine/threonine-protein phosphatase 2A catalytic subunit, putative	Tb927.4.1870	
Tb927.4.1890	Tb927.4.1890:mRNA	hypothetical protein, conserved	Tb927.4.1890	
Tb927.4.1920	Tb927.4.1920:mRNA	GPI transamidase subunit 16, putative	Tb927.4.1920	
Tb927.4.1940	Tb927.4.1940:mRNA	WD domain, G-beta repeat, putative	Tb927.4.1940	
Tb927.4.1950	Tb927.4.1950:mRNA	NADPH-dependent diflavin oxidoreductase 1	Tb927.4.1950	
Tb927.4.1970	Tb927.4.1970:mRNA	Domain of unknown function DUF21, putative	Tb927.4.1970	
Tb927.4.1980	Tb927.4.1980:mRNA	hypothetical protein, conserved	Tb927.4.1980	
Tb927.4.2000	Tb927.4.2000:mRNA	ruvB-like DNA helicase, putative	Tb927.4.2000	
Tb927.4.2020	Tb927.4.2020:mRNA	AP-3 complex subunit mu, putative	Tb927.4.2020	
Tb927.4.2030	Tb927.4.2030:mRNA	DNA/RNA-binding protein Alba 4	Tb927.4.2030	
Tb927.4.2060	Tb927.4.2060:mRNA	Flagellum attachment zone protein 8	Tb927.4.2060	
Tb927.4.2070	Tb927.4.2070:mRNA	antigenic protein, putative	Tb927.4.2070	
Tb927.4.2080	Tb927.4.2080:mRNA	Coiled-coil and C2 domain-containing protein	Tb927.4.2080	
Tb927.4.2090	Tb927.4.2090:mRNA	hypothetical protein	Tb927.4.2090	
Tb927.4.2100	Tb927.4.2100:mRNA	hypothetical protein	Tb927.4.2100	
Tb927.4.2110	Tb927.4.2110:mRNA	protein phosphatase 2C, putative	Tb927.4.2110	
Tb927.4.2120	Tb927.4.2120:mRNA	hypothetical protein, conserved	Tb927.4.2120	
Tb927.4.2130	Tb927.4.2130:mRNA	hypothetical protein, conserved	Tb927.4.2130	
Tb927.4.2140	Tb927.4.2140:mRNA	Component of motile flagella 8	Tb927.4.2140	
Tb927.4.2150	Tb927.4.2150:mRNA	hypothetical protein, conserved	Tb927.4.2150	
Tb927.4.2160	Tb927.4.2160:mRNA	hypothetical protein, conserved	Tb927.4.2160	
Tb927.4.2180	Tb927.4.2180:mRNA	60S ribosomal protein L35a, putative	Tb927.4.2180	
Tb927.4.2190	Tb927.4.2190:mRNA	GTP-binding protein, putative	Tb927.4.2190	
Tb927.4.2210	Tb927.4.2210:mRNA	hypothetical protein, conserved	Tb927.4.2210	
Tb927.4.2220	Tb927.4.2220:mRNA	TPR-repeat-containing chaperone protein DNAJ, putative	Tb927.4.2220	
Tb927.4.2230	Tb927.4.2230:mRNA	dolichyl-P-Man:GDP-Man1GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative	Tb927.4.2230	
Tb927.4.2250	Tb927.4.2250:mRNA	hypothetical protein, conserved	Tb927.4.2250	
Tb927.4.2260	Tb927.4.2260:mRNA	centrin-1	Tb927.4.2260	
Tb927.4.2270	Tb927.4.2270:mRNA	Histone-like transcription factor (CBF/NF-Y) and archaeal histone, putative	Tb927.4.2270	
Tb927.4.2280	Tb927.4.2280:mRNA	hypothetical protein, conserved	Tb927.4.2280	
Tb927.4.2290	Tb927.4.2290:mRNA	glucose transporter, putative	Tb927.4.2290	
Tb927.4.2300	Tb927.4.2300:mRNA	hypothetical protein, conserved	Tb927.4.2300	
Tb927.4.2310	Tb927.4.2310:mRNA	asparaginyl-tRNA synthetase, putative	Tb927.4.2310	
Tb927.4.2330	Tb927.4.2330:mRNA	hypothetical protein, conserved	Tb927.4.2330	
Tb927.4.2340	Tb927.4.2340:mRNA	hypothetical protein, conserved	Tb927.4.2340	
Tb927.4.2350	Tb927.4.2350:mRNA	twinfilin	Tb927.4.2350	
Tb927.4.2360	Tb927.4.2360:mRNA	hypothetical protein, conserved	Tb927.4.2360	
Tb927.4.2370	Tb927.4.2370:mRNA	hypothetical protein, conserved	Tb927.4.2370	
Tb927.4.2380	Tb927.4.2380:mRNA	sarcoplasmic reticulum glycoprotein, putative	Tb927.4.2380	
Tb927.4.2390	Tb927.4.2390:mRNA	ATP-dependent RNA helicase, putative	Tb927.4.2390	
Tb927.4.2400	Tb927.4.2400:mRNA	hypothetical protein, conserved	Tb927.4.2400	
Tb927.4.2410	Tb927.4.2410:mRNA	Glycosyl hydrolase family 65 central catalytic domain/Haloacid dehalogenase-like hydrolase, putative	Tb927.4.2410	
Tb927.4.2420	Tb927.4.2420:mRNA	hypothetical protein, conserved	Tb927.4.2420	
Tb927.4.2430	Tb927.4.2430:mRNA	Endonuclease/Exonuclease/phosphatase family, putative	Tb927.4.2430	
Tb927.4.2460	Tb927.4.2460:mRNA	kinatase, putative	Tb927.4.2460	
Tb927.4.2470	Tb927.4.2470:mRNA	hypothetical protein, conserved	Tb927.4.2470	
Tb927.4.2480	Tb927.4.2480:mRNA	8-oxoguanine DNA glycosylase, putative	Tb927.4.2480	
Tb927.4.2490	Tb927.4.2490:mRNA	hypothetical protein, conserved	Tb927.4.2490	
Tb927.4.2500	Tb927.4.2500:mRNA	eukaryotic translation initiation factor 2-alpha kinase 2	Tb927.4.2500	
Tb927.4.2510	Tb927.4.2510:mRNA	multidrug resistance-associated protein, putative	Tb927.4.2510	
Tb927.4.2520	Tb927.4.2520:mRNA	Silent information regulator 2 related protein 3	Tb927.4.2520	
Tb927.4.2530	Tb927.4.2530:mRNA	hypothetical protein, conserved	Tb927.4.2530	
Tb927.4.2540	Tb927.4.2540:mRNA	Neural precursor cell-expressed, developmently downregulated 8	Tb927.4.2540	
Tb927.4.2560	Tb927.4.2560:mRNA	cardiolipin synthetase	Tb927.4.2560	
Tb927.4.2590	Tb927.4.2590:mRNA	hypothetical protein, conserved	Tb927.4.2590	
Tb927.4.2600	Tb927.4.2600:mRNA	SUMO-interacting motif-containing protein	Tb927.4.2600	
Tb927.4.2610	Tb927.4.2610:mRNA	hypothetical protein	Tb927.4.2610	
Tb927.4.2620	Tb927.4.2620:mRNA	hypothetical protein, conserved	Tb927.4.2620	
Tb927.4.2640	Tb927.4.2640:mRNA	hypothetical protein, conserved	Tb927.4.2640	
Tb927.4.2660	Tb927.4.2660:mRNA	hypothetical protein, conserved	Tb927.4.2660	
Tb927.4.2670	Tb927.4.2670:mRNA	pyroglutamyl-peptidase I, putative	Tb927.4.2670	
Tb927.4.2680	Tb927.4.2680:mRNA	Zeta toxin, putative	Tb927.4.2680	
Tb927.4.2700	Tb927.4.2700:mRNA	Hydroxymethylglutaryl-CoA lyase, mitochondrial, putative	Tb927.4.2700	
Tb927.4.2710	Tb927.4.2710:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.4.2710	
Tb927.4.2720	Tb927.4.2720:mRNA	ATP dependent DEAD-box helicase	Tb927.4.2720	
Tb927.4.2730	Tb927.4.2730:mRNA	kinesin, putative	Tb927.4.2730	
Tb927.4.2740	Tb927.4.2740:mRNA	p25-alpha, putative	Tb927.4.2740	
Tb927.4.2750	Tb927.4.2750:mRNA	hypothetical protein, conserved	Tb927.4.2750	
Tb927.4.2760	Tb927.4.2760:mRNA	Protein of unknown function (DUF3808), putative	Tb927.4.2760	
Tb927.4.2770	Tb927.4.2770:mRNA	hypothetical protein, conserved	Tb927.4.2770	
Tb927.4.2780	Tb927.4.2780:mRNA	hypothetical protein, conserved	Tb927.4.2780	
Tb927.4.2790	Tb927.4.2790:mRNA	kinetoplast ribosomal PPR-repeat containing protein 12	Tb927.4.2790	
Tb927.4.2800	Tb927.4.2800:mRNA	R3H-associated N-terminal domain containing protein, putative	Tb927.4.2800	
Tb927.4.2810	Tb927.4.2810:mRNA	hypothetical protein	Tb927.4.2810	
Tb927.4.2860	Tb927.4.2860:mRNA	EAP30/Vps36 family, putative	Tb927.4.2860	
Tb927.4.2870	Tb927.4.2870:mRNA	hypothetical protein, conserved	Tb927.4.2870	
Tb927.4.2880	Tb927.4.2880:mRNA	Nucleoporin NUP225	Tb927.4.2880	
Tb927.4.2920	Tb927.4.2920:mRNA	hypothetical protein, conserved	Tb927.4.2920	
Tb927.4.2930	Tb927.4.2930:mRNA	OsmC-like protein, putative	Tb927.4.2930	
Tb927.4.2940	Tb927.4.2940:mRNA	hypothetical protein, conserved	Tb927.4.2940	
Tb927.4.2950	Tb927.4.2950:mRNA	mitochondrial DNA polymerase I protein A, putative	Tb927.4.2950	
Tb927.4.2960	Tb927.4.2960:mRNA	mediator of rna polymerase ii transcription subunit 8	Tb927.4.2960	
Tb927.4.2970	Tb927.4.2970:mRNA	chaperone protein DnaJ, putative	Tb927.4.2970	
Tb927.4.3000	Tb927.4.3000:mRNA	hypothetical protein, conserved	Tb927.4.3000	
Tb927.4.3010	Tb927.4.3010:mRNA	hypothetical protein, conserved	Tb927.4.3010	
Tb927.4.3030	Tb927.4.3030:mRNA	mediator of rna polymerase ii transcription subunit 2	Tb927.4.3030	
Tb927.4.3080	Tb927.4.3080:mRNA	Uncharacterised ACR, YggU family COG1872, putative	Tb927.4.3080	
Tb927.4.3090	Tb927.4.3090:mRNA	hypothetical protein, conserved	Tb927.4.3090	
Tb927.4.310	Tb927.4.310:mRNA	SPRY domain/HECT-domain (ubiquitin-transferase), putative	Tb927.4.310	
Tb927.4.3100	Tb927.4.3100:mRNA	hypothetical protein, conserved	Tb927.4.3100	
Tb927.4.3110	Tb927.4.3110:mRNA	tRNA-dihydrouridine synthase 4, putative	Tb927.4.3110	
Tb927.4.3120	Tb927.4.3120:mRNA	hook complex protein, conserved	Tb927.4.3120	
Tb927.4.3150	Tb927.4.3150:mRNA	hypothetical protein, conserved	Tb927.4.3150	
Tb927.4.3160	Tb927.4.3160:mRNA	dihydroxyacetone phosphate acyltransferase, putative	Tb927.4.3160	
Tb927.4.3170	Tb927.4.3170:mRNA	hypothetical protein, conserved	Tb927.4.3170	
Tb927.4.3180	Tb927.4.3180:mRNA	hypothetical protein, conserved	Tb927.4.3180	
Tb927.4.3220	Tb927.4.3220:mRNA	hypothetical protein, conserved	Tb927.4.3220	
Tb927.4.3230	Tb927.4.3230:mRNA	ESAG11-related protein, putative	Tb927.4.3230	
Tb927.4.3240	Tb927.4.3240:mRNA	hypothetical protein, conserved	Tb927.4.3240	
Tb927.4.3260	Tb927.4.3260:mRNA	hypothetical protein, conserved	Tb927.4.3260	
Tb927.4.3270	Tb927.4.3270:mRNA	ESAG11-related protein, putative	Tb927.4.3270	
Tb927.4.3290	Tb927.4.3290:mRNA	Trypanosomal VSG domain containing protein, putative	Tb927.4.3290	
Tb927.4.330	Tb927.4.330:mRNA	hypothetical protein, conserved	Tb927.4.330	
Tb927.4.3300	Tb927.4.3300:mRNA	mitochondrial ATP-dependent zinc metallopeptidase, putative	Tb927.4.3300	
Tb927.4.3320	Tb927.4.3320:mRNA	uracil phosphoribosyltransferase, putative	Tb927.4.3320	
Tb927.4.3340	Tb927.4.3340:mRNA	hypothetical protein, conserved	Tb927.4.3340	
Tb927.4.3350	Tb927.4.3350:mRNA	Carnosine N-methyltransferase, putative	Tb927.4.3350	
Tb927.4.3360	Tb927.4.3360:mRNA	hypothetical protein, conserved	Tb927.4.3360	
Tb927.4.3380	Tb927.4.3380:mRNA	myosin IB heavy chain, putative	Tb927.4.3380	
Tb927.4.3390	Tb927.4.3390:mRNA	tuzin, putative	Tb927.4.3390	
Tb927.4.340	Tb927.4.340:mRNA	hypothetical protein, conserved	Tb927.4.340	
Tb927.4.3400	Tb927.4.3400:mRNA	hypothetical protein, conserved	Tb927.4.3400	
Tb927.4.3420	Tb927.4.3420:mRNA	wee1-like protein kinase	Tb927.4.3420	
Tb927.4.3440	Tb927.4.3440:mRNA	Basal body protein 50kDa	Tb927.4.3440	
Tb927.4.3450	Tb927.4.3450:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.4.3450	
Tb927.4.3460	Tb927.4.3460:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.4.3460	
Tb927.4.3470	Tb927.4.3470:mRNA	hypothetical protein, conserved	Tb927.4.3470	
Tb927.4.350	Tb927.4.350:mRNA	hypothetical protein, conserved	Tb927.4.350	
Tb927.4.3520	Tb927.4.3520:mRNA	Amastin surface glycoprotein, putative	Tb927.4.3520	
Tb927.4.3530	Tb927.4.3530:mRNA	hypothetical protein, conserved	Tb927.4.3530	
Tb927.4.3540	Tb927.4.3540:mRNA	hypothetical protein, conserved	Tb927.4.3540	
Tb927.4.3560	Tb927.4.3560:mRNA	protein phoshatase 1, putative	Tb927.4.3560	
Tb927.4.3570	Tb927.4.3570:mRNA	translation elongation factor 1-beta, putative	Tb927.4.3570	
Tb927.4.360	Tb927.4.360:mRNA	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	Tb927.4.360	
Tb927.4.3620	Tb927.4.3620:mRNA	serine threonine-protein phosphatase PP1, putative	Tb927.4.3620	
Tb927.4.3650	Tb927.4.3650:mRNA	serine threonine-protein phosphatase PP1, putative	Tb927.4.3650	
Tb927.4.3670	Tb927.4.3670:mRNA	CBF/Mak21 family, putative	Tb927.4.3670	
Tb927.4.3680	Tb927.4.3680:mRNA	protein phosphatase 2C, putative	Tb927.4.3680	
Tb927.4.3690	Tb927.4.3690:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb927.4.3690	
Tb927.4.3710	Tb927.4.3710:mRNA	Predicted membrane protein, putative	Tb927.4.3710	
Tb927.4.3720	Tb927.4.3720:mRNA	Uncharacterized conserved protein (DUF2039), putative	Tb927.4.3720	
Tb927.4.3740	Tb927.4.3740:mRNA	flagellar attachment zone protein 1	Tb927.4.3740	
Tb927.4.3760	Tb927.4.3760:mRNA	hypothetical protein	Tb927.4.3760	
Tb927.4.3770	Tb927.4.3770:mRNA	calcium/calmodulin-dependent protein kinase, putative	Tb927.4.3770	
Tb927.4.380	Tb927.4.380:mRNA	WD domain, G-beta repeat, putative	Tb927.4.380	
Tb927.4.3800	Tb927.4.3800:mRNA	hypothetical protein, conserved	Tb927.4.3800	
Tb927.4.3810	Tb927.4.3810:mRNA	DNA-directed RNA polymerase II subunit 2, putative	Tb927.4.3810	
Tb927.4.3820	Tb927.4.3820:mRNA	hypothetical protein, conserved	Tb927.4.3820	
Tb927.4.3830	Tb927.4.3830:mRNA	hypothetical protein, conserved	Tb927.4.3830	
Tb927.4.3850	Tb927.4.3850:mRNA	NLE (NUC135) domain/WD domain, G-beta repeat, putative	Tb927.4.3850	
Tb927.4.390	Tb927.4.390:mRNA	hypothetical protein, conserved	Tb927.4.390	
Tb927.4.3930	Tb927.4.3930:mRNA	amino acid transporter, putative	Tb927.4.3930	
Tb927.4.3940	Tb927.4.3940:mRNA	Calpain-like protein 2	Tb927.4.3940	
Tb927.4.3950	Tb927.4.3950:mRNA	cytoskeleton-associated protein CAP5.5, putative	Tb927.4.3950	
Tb927.4.3960	Tb927.4.3960:mRNA	hypothetical protein, conserved	Tb927.4.3960	
Tb927.4.3970	Tb927.4.3970:mRNA	hypothetical protein, conserved	Tb927.4.3970	
Tb927.4.3980	Tb927.4.3980.1:mRNA	chaperone protein DnaJ, putative	Tb927.4.3980	
Tb927.4.3980	Tb927.4.3980.2:mRNA	chaperone protein DnaJ, putative	Tb927.4.3980	
Tb927.4.3990	Tb927.4.3990:mRNA	amino acid transporter, putative	Tb927.4.3990	
Tb927.4.4020	Tb927.4.4020:mRNA	amino acid transporter, putative	Tb927.4.4020	
Tb927.4.4030	Tb927.4.4030:mRNA	CCCH zinc finger in TRM13 protein/U11-48K-like CHHC zinc finger/Methyltransferase TRM13, putative	Tb927.4.4030	
Tb927.4.4040	Tb927.4.4040:mRNA	hypothetical protein, conserved	Tb927.4.4040	
Tb927.4.4050	Tb927.4.4050:mRNA	glycosomal transporter (GAT1)	Tb927.4.4050	
Tb927.4.4060	Tb927.4.4060:mRNA	hypothetical protein, conserved	Tb927.4.4060	
Tb927.4.4070	Tb927.4.4070:mRNA	mevalonate kinase, putative	Tb927.4.4070	
Tb927.4.4090	Tb927.4.4090:mRNA	hypothetical protein, conserved	Tb927.4.4090	
Tb927.4.410	Tb927.4.410:mRNA	CAF 40	Tb927.4.410	
Tb927.4.4100	Tb927.4.4100:mRNA	hypothetical protein, conserved	Tb927.4.4100	
Tb927.4.4120	Tb927.4.4120:mRNA	Cleavage stimulating factor 64, putative	Tb927.4.4120	
Tb927.4.4130	Tb927.4.4130.1:mRNA	Flagellar-associated protein 59, putative	Tb927.4.4130	
Tb927.4.4130	Tb927.4.4130.2:mRNA	Flagellar-associated protein 59, putative	Tb927.4.4130	
Tb927.4.4140	Tb927.4.4140:mRNA	hypothetical protein, conserved	Tb927.4.4140	
Tb927.4.4160	Tb927.4.4160:mRNA	RNA editing mediator complex protein 5	Tb927.4.4160	
Tb927.4.4170	Tb927.4.4170:mRNA	rRNA methyltransferase, putative	Tb927.4.4170	
Tb927.4.4180	Tb927.4.4180:mRNA	SUMO-interacting motif-containing protein	Tb927.4.4180	
Tb927.4.4190	Tb927.4.4190:mRNA	C2 domain containing protein, putative	Tb927.4.4190	
Tb927.4.4200	Tb927.4.4200:mRNA	hypothetical protein, conserved	Tb927.4.4200	
Tb927.4.4210	Tb927.4.4210:mRNA	ATP-dependent zinc metalloprotease AFG3-like, putative	Tb927.4.4210	
Tb927.4.4230	Tb927.4.4230:mRNA	RNA-binding protein, putative	Tb927.4.4230	
Tb927.4.4240	Tb927.4.4240:mRNA	hypothetical protein, conserved	Tb927.4.4240	
Tb927.4.4250	Tb927.4.4250:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Tb927.4.4250	
Tb927.4.430	Tb927.4.430:mRNA	proteasome beta 7 subunit	Tb927.4.430	
Tb927.4.4300	Tb927.4.4300:mRNA	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	Tb927.4.4300	
Tb927.4.4320	Tb927.4.4320:mRNA	divalent cation tolerance protein, putative	Tb927.4.4320	
Tb927.4.4330	Tb927.4.4330:mRNA	kinetoplastid-specific phospho-protein phosphatase, putative	Tb927.4.4330	
Tb927.4.4350	Tb927.4.4350:mRNA	emp24/gp25L/p24 family/GOLD, putative	Tb927.4.4350	
Tb927.4.4360	Tb927.4.4360:mRNA	monoglyceride lipase, putative	Tb927.4.4360	
Tb927.4.4370	Tb927.4.4370.1:mRNA	hypothetical protein, conserved	Tb927.4.4370	
Tb927.4.4370	Tb927.4.4370.2:mRNA	hypothetical protein, conserved	Tb927.4.4370	
Tb927.4.4380	Tb927.4.4380:mRNA	Pyrophosphate-energized vacuolar membrane proton pump 1	Tb927.4.4380	
Tb927.4.4400	Tb927.4.4400:mRNA	hypothetical protein, conserved	Tb927.4.4400	
Tb927.4.4480	Tb927.4.4480:mRNA	hypothetical protein, conserved	Tb927.4.4480	
Tb927.4.4490	Tb927.4.4490:mRNA	multidrug resistance protein E	Tb927.4.4490	
Tb927.4.4500	Tb927.4.4500:mRNA	hypothetical protein, conserved	Tb927.4.4500	
Tb927.4.4510	Tb927.4.4510:mRNA	protein phosphatase 2C, putative	Tb927.4.4510	
Tb927.4.4580	Tb927.4.4580:mRNA	hypothetical protein, conserved	Tb927.4.4580	
Tb927.4.4590	Tb927.4.4590:mRNA	AGC family serine/threonine kinase, putative	Tb927.4.4590	
Tb927.4.460	Tb927.4.460:mRNA	Alkylated DNA repair protein (alkB homolog), putative	Tb927.4.460	
Tb927.4.4600	Tb927.4.4600:mRNA	mitochondrial ribosomal protein l43	Tb927.4.4600	
Tb927.4.4610	Tb927.4.4610:mRNA	LSU ribosomal protein, mitochondrial, putative	Tb927.4.4610	
