Gene ID	source_id	Product Description	Input ID	
Tb927.3.5550	Tb927.3.5550:mRNA	intraflagellar transport protein 27	Tb927.3.5550	
Tb927.3.5580	Tb927.3.5580:mRNA	tryptophanyl-tRNA synthetase	Tb927.3.5580	
Tb927.3.5600	Tb927.3.5600:mRNA	hypothetical protein, conserved	Tb927.3.5600	
Tb927.3.5610	Tb927.3.5610:mRNA	Mitochondrial ribosomal protein L3	Tb927.3.5610	
Tb927.3.5620	Tb927.3.5620:mRNA	Facilitates chromatin transcription complex subunit spt16	Tb927.3.5620	
Tb927.3.5630	Tb927.3.5630:mRNA	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	Tb927.3.5630	
Tb927.3.5640	Tb927.3.5640:mRNA	nuclear transcription factor, putative	Tb927.3.5640	
Tb927.3.640	Tb927.3.640:mRNA	hypothetical protein, conserved	Tb927.3.640	
Tb927.3.680	Tb927.3.680:mRNA	cytochrome P450, putative	Tb927.3.680	
Tb927.3.690	Tb927.3.690:mRNA	CMGC/RCK protein kinase, putative	Tb927.3.690	
Tb927.3.720	Tb927.3.720:mRNA	zinc finger protein 3	Tb927.3.720	
Tb927.3.750	Tb927.3.750:mRNA	SET domain containing protein, putative	Tb927.3.750	
Tb927.3.780	Tb927.3.780:mRNA	proteasome alpha 7 subunit	Tb927.3.780	
Tb927.3.790	Tb927.3.790:mRNA	zinc finger CCCH domain-containing protein 6, putative	Tb927.3.790	
Tb927.3.830	Tb927.3.830:mRNA	flap endonuclease-1 (FEN-1), putative	Tb927.3.830	
Tb927.3.840	Tb927.3.840:mRNA	hypothetical protein, conserved	Tb927.3.840	
Tb927.3.860	Tb927.3.860:mRNA	Acyl carrier protein, mitochondrial	Tb927.3.860	
Tb927.3.880	Tb927.3.880:mRNA	Ankyrin repeats (3 copies), putative	Tb927.3.880	
Tb927.3.910	Tb927.3.910:mRNA	tubulin gamma chain	Tb927.3.910	
Tb927.3.930	Tb927.3.930:mRNA	dynein heavy chain, putative	Tb927.3.930	
Tb927.3.960	Tb927.3.960:mRNA	protein transport protein Sec61 gamma subunit, putative	Tb927.3.960	
Tb927.4.1020	Tb927.4.1020:mRNA	serine-palmitoyl-CoA transferase, putative	Tb927.4.1020	
Tb927.4.1080	Tb927.4.1080:mRNA	V-type ATPase, A subunit, putative	Tb927.4.1080	
Tb927.4.110	Tb927.4.110:pseudogenic_transcript	retrotransposon hot spot protein 1 (RHS1), interrupted	Tb927.4.110	
Tb927.4.1160	Tb927.4.1160:mRNA	hypothetical protein, conserved	Tb927.4.1160	
Tb927.4.1170	Tb927.4.1170:mRNA	ankyrin, putative	Tb927.4.1170	
Tb927.4.1250	Tb927.4.1250:mRNA	peroxisome biogenesis factor 1, putative	Tb927.4.1250	
Tb927.4.1270	Tb927.4.1270:mRNA	ruvB-like DNA helicase, putative	Tb927.4.1270	
Tb927.4.1280	Tb927.4.1280:mRNA	Tetratricopeptide repeat, putative	Tb927.4.1280	
Tb927.4.1290	Tb927.4.1290:mRNA	hypothetical protein, conserved	Tb927.4.1290	
Tb927.4.1300	Tb927.4.1300:mRNA	amidinotransferase, putative	Tb927.4.1300	
Tb927.4.1310	Tb927.4.1310:mRNA	ZFP family member, putative	Tb927.4.1310	
Tb927.4.1330	Tb927.4.1330:mRNA	DNA topoisomerase IB, large subunit	Tb927.4.1330	
Tb927.4.1340	Tb927.4.1340:mRNA	Cleavage and polyadenylation specificity factor subunit	Tb927.4.1340	
Tb927.4.1360	Tb927.4.1360:mRNA	Glucose-6-phosphate 1-epimerase, putative	Tb927.4.1360	
Tb927.4.1420	Tb927.4.1420:mRNA	hypothetical protein, conserved	Tb927.4.1420	
Tb927.4.1440	Tb927.4.1440:mRNA	probable rRNA maturation factor YbeY, putative	Tb927.4.1440	
Tb927.4.1500	Tb927.4.1500:mRNA	RNA editing associated helicase 2	Tb927.4.1500	
Tb927.4.1510	Tb927.4.1510:mRNA	phospholipid-translocating ATPase, putative	Tb927.4.1510	
Tb927.4.1540	Tb927.4.1540:mRNA	NAD dependent epimerase/dehydratase family, putative	Tb927.4.1540	
Tb927.4.1580	Tb927.4.1580:mRNA	WW domain containing protein, putative	Tb927.4.1580	
Tb927.4.1600	Tb927.4.1600:mRNA	AAA domain containing protein, putative	Tb927.4.1600	
Tb927.4.1610	Tb927.4.1610:mRNA	Tripartite attachment complex 40	Tb927.4.1610	
Tb927.4.1660	Tb927.4.1660:mRNA	mitochondrial carrier protein, putative	Tb927.4.1660	
Tb927.4.1670	Tb927.4.1670:mRNA	cytochrome b5-like Heme/Steroid binding domain containing protein, putative	Tb927.4.1670	
Tb927.4.1680	Tb927.4.1680:mRNA	ZFP family member, putative	Tb927.4.1680	
Tb927.4.1720	Tb927.4.1720:mRNA	Nucleoside diphosphate kinase 3	Tb927.4.1720	
Tb927.4.1740	Tb927.4.1740:mRNA	Component of motile flagella 41	Tb927.4.1740	
Tb927.4.1750	Tb927.4.1750:mRNA	hypothetical protein, conserved	Tb927.4.1750	
Tb927.4.1790	Tb927.4.1790:mRNA	ribosomal protein L3, putative	Tb927.4.1790	
Tb927.4.1850	Tb927.4.1850:mRNA	hypothetical protein, conserved	Tb927.4.1850	
Tb927.4.1860	Tb927.4.1860:mRNA	ribosomal protein S19, putative	Tb927.4.1860	
Tb927.4.1900	Tb927.4.1900:mRNA	Methyltransferase domain/Methyltransferase involved in Williams-Beuren syndrome, putative	Tb927.4.1900	
Tb927.4.1920	Tb927.4.1920:mRNA	GPI transamidase subunit 16, putative	Tb927.4.1920	
Tb927.4.1930	Tb927.4.1930:mRNA	eukaryotic translation initiation factor 3 subunit g	Tb927.4.1930	
Tb927.4.2000	Tb927.4.2000:mRNA	ruvB-like DNA helicase, putative	Tb927.4.2000	
Tb927.4.2010	Tb927.4.2010:mRNA	acyl-CoA binding protein, putative	Tb927.4.2010	
Tb927.4.2040	Tb927.4.2040:mRNA	DNA/RNA-binding protein Alba 3	Tb927.4.2040	
Tb927.4.2060	Tb927.4.2060:mRNA	Flagellum attachment zone protein 8	Tb927.4.2060	
Tb927.4.2070	Tb927.4.2070:mRNA	antigenic protein, putative	Tb927.4.2070	
Tb927.4.2080	Tb927.4.2080:mRNA	Coiled-coil and C2 domain-containing protein	Tb927.4.2080	
Tb927.4.210	Tb927.4.210:pseudogenic_transcript	retrotransposon hot spot protein 2 (RHS2), interrupted, degenerate	Tb927.4.210	
Tb927.4.2110	Tb927.4.2110:mRNA	protein phosphatase 2C, putative	Tb927.4.2110	
Tb927.4.2170	Tb927.4.2170:mRNA	hypothetical protein, conserved	Tb927.4.2170	
Tb927.4.2180	Tb927.4.2180:mRNA	60S ribosomal protein L35a, putative	Tb927.4.2180	
Tb927.4.2200	Tb927.4.2200:mRNA	Sec7 domain containing protein, putative	Tb927.4.2200	
Tb927.4.2210	Tb927.4.2210:mRNA	hypothetical protein, conserved	Tb927.4.2210	
Tb927.4.2220	Tb927.4.2220:mRNA	TPR-repeat-containing chaperone protein DNAJ, putative	Tb927.4.2220	
Tb927.4.2240	Tb927.4.2240:mRNA	Aminotransferase class IV, putative	Tb927.4.2240	
Tb927.4.2260	Tb927.4.2260:mRNA	centrin-1	Tb927.4.2260	
Tb927.4.2310	Tb927.4.2310:mRNA	asparaginyl-tRNA synthetase, putative	Tb927.4.2310	
Tb927.4.2320	Tb927.4.2320:mRNA	hypothetical protein, conserved	Tb927.4.2320	
Tb927.4.2340	Tb927.4.2340:mRNA	hypothetical protein, conserved	Tb927.4.2340	
Tb927.4.2350	Tb927.4.2350:mRNA	twinfilin	Tb927.4.2350	
Tb927.4.2400	Tb927.4.2400:mRNA	hypothetical protein, conserved	Tb927.4.2400	
Tb927.4.2440	Tb927.4.2440:mRNA	SET domain containing protein, putative	Tb927.4.2440	
Tb927.4.2450	Tb927.4.2450:mRNA	protein disulfide isomerase 1	Tb927.4.2450	
Tb927.4.2470	Tb927.4.2470:mRNA	hypothetical protein, conserved	Tb927.4.2470	
Tb927.4.2530	Tb927.4.2530:mRNA	hypothetical protein, conserved	Tb927.4.2530	
Tb927.4.2540	Tb927.4.2540:mRNA	Neural precursor cell-expressed, developmently downregulated 8	Tb927.4.2540	
Tb927.4.2600	Tb927.4.2600:mRNA	SUMO-interacting motif-containing protein	Tb927.4.2600	
Tb927.4.2630	Tb927.4.2630:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.4.2630	
Tb927.4.2640	Tb927.4.2640:mRNA	hypothetical protein, conserved	Tb927.4.2640	
Tb927.4.2650	Tb927.4.2650:mRNA	Regulator of chromosome condensation (RCC1) repeat, putative	Tb927.4.2650	
Tb927.4.2680	Tb927.4.2680:mRNA	Zeta toxin, putative	Tb927.4.2680	
Tb927.4.2740	Tb927.4.2740:mRNA	p25-alpha, putative	Tb927.4.2740	
Tb927.4.2820	Tb927.4.2820:mRNA	hypothetical protein, conserved	Tb927.4.2820	
Tb927.4.2840	Tb927.4.2840:mRNA	hypothetical protein, conserved	Tb927.4.2840	
Tb927.4.2850	Tb927.4.2850:mRNA	hypothetical protein, conserved	Tb927.4.2850	
Tb927.4.2880	Tb927.4.2880:mRNA	Nucleoporin NUP225	Tb927.4.2880	
Tb927.4.2890	Tb927.4.2890:mRNA	hypothetical protein, conserved	Tb927.4.2890	
Tb927.4.2920	Tb927.4.2920:mRNA	hypothetical protein, conserved	Tb927.4.2920	
Tb927.4.2970	Tb927.4.2970:mRNA	chaperone protein DnaJ, putative	Tb927.4.2970	
Tb927.4.2990	Tb927.4.2990:mRNA	hypothetical protein, conserved	Tb927.4.2990	
Tb927.4.3060	Tb927.4.3060:mRNA	hypothetical protein, conserved	Tb927.4.3060	
Tb927.4.3080	Tb927.4.3080:mRNA	Uncharacterised ACR, YggU family COG1872, putative	Tb927.4.3080	
Tb927.4.310	Tb927.4.310:mRNA	SPRY domain/HECT-domain (ubiquitin-transferase), putative	Tb927.4.310	
Tb927.4.3130	Tb927.4.3130:mRNA	Component of motile flagella 18	Tb927.4.3130	
Tb927.4.3140	Tb927.4.3140:mRNA	Ribosome maturation protein SDO1	Tb927.4.3140	
Tb927.4.3150	Tb927.4.3150:mRNA	hypothetical protein, conserved	Tb927.4.3150	
Tb927.4.3160	Tb927.4.3160:mRNA	dihydroxyacetone phosphate acyltransferase, putative	Tb927.4.3160	
Tb927.4.320	Tb927.4.320:mRNA	Eukaryotic protein of unknown function (DUF914), putative	Tb927.4.320	
Tb927.4.330	Tb927.4.330:mRNA	hypothetical protein, conserved	Tb927.4.330	
Tb927.4.3300	Tb927.4.3300:mRNA	mitochondrial ATP-dependent zinc metallopeptidase, putative	Tb927.4.3300	
Tb927.4.3320	Tb927.4.3320:mRNA	uracil phosphoribosyltransferase, putative	Tb927.4.3320	
Tb927.4.3330	Tb927.4.3330:mRNA	EF-hand domain pair, putative	Tb927.4.3330	
Tb927.4.3430	Tb927.4.3430:mRNA	hypothetical protein, conserved	Tb927.4.3430	
Tb927.4.3450	Tb927.4.3450:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.4.3450	
Tb927.4.3500	Tb927.4.3500:mRNA	Amastin surface glycoprotein, putative	Tb927.4.3500	
Tb927.4.3540	Tb927.4.3540:mRNA	hypothetical protein, conserved	Tb927.4.3540	
Tb927.4.3550	Tb927.4.3550:mRNA	60S ribosomal protein L13a, putative	Tb927.4.3550	
Tb927.4.3560	Tb927.4.3560:mRNA	protein phoshatase 1, putative	Tb927.4.3560	
Tb927.4.3580	Tb927.4.3580:mRNA	Transcription factor Pcc1, putative	Tb927.4.3580	
Tb927.4.3590	Tb927.4.3590:mRNA	translation elongation factor 1-beta, putative	Tb927.4.3590	
Tb927.4.360	Tb927.4.360:mRNA	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	Tb927.4.360	
Tb927.4.3620	Tb927.4.3620:mRNA	serine threonine-protein phosphatase PP1, putative	Tb927.4.3620	
Tb927.4.3680	Tb927.4.3680:mRNA	protein phosphatase 2C, putative	Tb927.4.3680	
Tb927.4.3690	Tb927.4.3690:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb927.4.3690	
Tb927.4.3720	Tb927.4.3720:mRNA	Uncharacterized conserved protein (DUF2039), putative	Tb927.4.3720	
Tb927.4.3740	Tb927.4.3740:mRNA	flagellar attachment zone protein 1	Tb927.4.3740	
Tb927.4.3770	Tb927.4.3770:mRNA	calcium/calmodulin-dependent protein kinase, putative	Tb927.4.3770	
Tb927.4.3790	Tb927.4.3790:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb927.4.3790	
Tb927.4.3800	Tb927.4.3800:mRNA	hypothetical protein, conserved	Tb927.4.3800	
Tb927.4.3810	Tb927.4.3810:mRNA	DNA-directed RNA polymerase II subunit 2, putative	Tb927.4.3810	
Tb927.4.3840	Tb927.4.3840:mRNA	nucleolar protein, putative	Tb927.4.3840	
Tb927.4.3850	Tb927.4.3850:mRNA	NLE (NUC135) domain/WD domain, G-beta repeat, putative	Tb927.4.3850	
Tb927.4.3890	Tb927.4.3890:mRNA	ATP-dependent RNA helicase, putative	Tb927.4.3890	
Tb927.4.3920	Tb927.4.3920:mRNA	CRAL/TRIO domain containing protein, putative	Tb927.4.3920	
Tb927.4.3950	Tb927.4.3950:mRNA	cytoskeleton-associated protein CAP5.5, putative	Tb927.4.3950	
Tb927.4.4040	Tb927.4.4040:mRNA	hypothetical protein, conserved	Tb927.4.4040	
Tb927.4.4050	Tb927.4.4050:mRNA	glycosomal transporter (GAT1)	Tb927.4.4050	
Tb927.4.4070	Tb927.4.4070:mRNA	mevalonate kinase, putative	Tb927.4.4070	
Tb927.4.410	Tb927.4.410:mRNA	CAF 40	Tb927.4.410	
Tb927.4.4210	Tb927.4.4210:mRNA	ATP-dependent zinc metalloprotease AFG3-like, putative	Tb927.4.4210	
Tb927.4.4240	Tb927.4.4240:mRNA	hypothetical protein, conserved	Tb927.4.4240	
Tb927.4.4310	Tb927.4.4310:mRNA	Nucleoporin NUP64	Tb927.4.4310	
Tb927.4.4350	Tb927.4.4350:mRNA	emp24/gp25L/p24 family/GOLD, putative	Tb927.4.4350	
Tb927.4.4360	Tb927.4.4360:mRNA	monoglyceride lipase, putative	Tb927.4.4360	
Tb927.4.4370	Tb927.4.4370.1:mRNA	hypothetical protein, conserved	Tb927.4.4370	
Tb927.4.4370	Tb927.4.4370.2:mRNA	hypothetical protein, conserved	Tb927.4.4370	
Tb927.4.4380	Tb927.4.4380:mRNA	Pyrophosphate-energized vacuolar membrane proton pump 1	Tb927.4.4380	
Tb927.4.440	Tb927.4.440:mRNA	NADH:ubiquinone oxidoreductase, ESSS subunit, putative	Tb927.4.440	
Tb927.4.4490	Tb927.4.4490:mRNA	multidrug resistance protein E	Tb927.4.4490	
Tb927.4.450	Tb927.4.450:mRNA	coatomer alpha subunit, putative	Tb927.4.450	
Tb927.4.4540	Tb927.4.4540:mRNA	zinc finger domain, LSD1 subclass, putative	Tb927.4.4540	
Tb927.4.4550	Tb927.4.4550:mRNA	hypothetical protein, conserved	Tb927.4.4550	
Tb927.4.4560	Tb927.4.4560:mRNA	hypothetical protein, conserved	Tb927.4.4560	
Tb927.4.4570	Tb927.4.4570:mRNA	hypothetical protein, conserved	Tb927.4.4570	
Tb927.4.4620	Tb927.4.4620:mRNA	cytochrome oxidase subunit VIII	Tb927.4.4620	
Tb927.4.4670	Tb927.4.4670:mRNA	MYND finger, putative	Tb927.4.4670	
Tb927.4.4690	Tb927.4.4690:mRNA	hypothetical protein, conserved	Tb927.4.4690	
Tb927.4.470	Tb927.4.470:mRNA	snoRNP protein GAR1, putative	Tb927.4.470	
Tb927.4.4700	Tb927.4.4700:mRNA	hypothetical protein, conserved	Tb927.4.4700	
Tb927.4.4730	Tb927.4.4730:mRNA	amino acid transporter, putative	Tb927.4.4730	
Tb927.4.4910	Tb927.4.4910.1:mRNA	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	Tb927.4.4910	
Tb927.4.4910	Tb927.4.4910.2:mRNA	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	Tb927.4.4910	
Tb927.4.4940	Tb927.4.4940:mRNA	SUMO-interacting motif-containing protein	Tb927.4.4940	
Tb927.4.4950	Tb927.4.4950:mRNA	Nucleolar protein 61	Tb927.4.4950	
Tb927.4.4990	Tb927.4.4990:mRNA	ubiquinol-cytochrome c reductase, putative	Tb927.4.4990	
Tb927.4.5000	Tb927.4.5000:mRNA	TerD domain containing protein, putative	Tb927.4.5000	
Tb927.4.5030	Tb927.4.5030:mRNA	protein phosphatase 1	Tb927.4.5030	
Tb927.4.5040	Tb927.4.5040:mRNA	dihydrolipoamide dehydrogenase	Tb927.4.5040	
Tb927.4.5080	Tb927.4.5080:mRNA	hypothetical protein, conserved	Tb927.4.5080	
Tb927.4.510	Tb927.4.510:mRNA	hypothetical protein, conserved	Tb927.4.510	
Tb927.4.5120	Tb927.4.5120:mRNA	hypothetical protein, conserved	Tb927.4.5120	
Tb927.4.5130	Tb927.4.5130:mRNA	KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative	Tb927.4.5130	
Tb927.4.5150	Tb927.4.5150:mRNA	hypothetical protein, conserved	Tb927.4.5150	
Tb927.4.5200	Tb927.4.5200:mRNA	Nucleoporin NUP62	Tb927.4.5200	
Tb927.4.5210	Tb927.4.5210:mRNA	hypothetical protein, conserved	Tb927.4.5210	
Tb927.4.5340	Tb927.4.5340:mRNA	Flagellum attachment zone protein 11	Tb927.4.5340	
Tb927.4.5350	Tb927.4.5350:pseudogenic_transcript	3-methylcrotonyl-CoA carboxylase, pseudogene, putative (pseudogene)	Tb927.4.5350	
Tb927.4.5370	Tb927.4.5370:mRNA	Component of motile flagella 39	Tb927.4.5370	
Tb927.4.5380	Tb927.4.5380:mRNA	Cilia- and flagella-associated protein 43	Tb927.4.5380	
Tb927.4.560	Tb927.4.560:mRNA	Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative	Tb927.4.560	
Tb927.4.5730	Tb927.4.5730:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	Tb927.4.5730	
Tb927.4.590	Tb927.4.590:mRNA	PQQ-like domain/Protein of unknown function (DUF1620), putative	Tb927.4.590	
Tb927.4.600	Tb927.4.600:mRNA	Alpha/beta hydrolase family, putative	Tb927.4.600	
Tb927.4.620	Tb927.4.620:mRNA	hypothetical protein, conserved	Tb927.4.620	
Tb927.4.630	Tb927.4.630:mRNA	MICOS complex subunit MIC34	Tb927.4.630	
Tb927.4.720	Tb927.4.720:mRNA	hypothetical protein, conserved	Tb927.4.720	
Tb927.4.730	Tb927.4.730:mRNA	Peptidase family C78, putative	Tb927.4.730	
Tb927.4.750	Tb927.4.750:mRNA	50S ribosomal protein L7Ae, putative	Tb927.4.750	
Tb927.4.760	Tb927.4.760:mRNA	AP-1 adapter complex gamma subunit, putative	Tb927.4.760	
Tb927.4.800	Tb927.4.800:mRNA	target of rapamycin kinase 3, putative	Tb927.4.800	
Tb927.4.830	Tb927.4.830:mRNA	cytochrome c oxidase assembly protein PET191, putative	Tb927.4.830	
Tb927.4.840	Tb927.4.840:mRNA	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative	Tb927.4.840	
Tb927.4.870	Tb927.4.870:mRNA	dynein heavy chain, putative	Tb927.4.870	
Tb927.4.890	Tb927.4.890:mRNA	small nuclear ribonucleoprotein sm d3	Tb927.4.890	
Tb927.4.920	Tb927.4.920:mRNA	TPR repeat, putative	Tb927.4.920	
Tb927.5.1000	Tb927.5.1000:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.5.1000	
Tb927.5.1020	Tb927.5.1020:mRNA	disulfide isomerase, putative	Tb927.5.1020	
Tb927.5.1060	Tb927.5.1060:mRNA	mitochondrial processing peptidase, beta subunit, putative	Tb927.5.1060	
Tb927.5.1080	Tb927.5.1080:mRNA	RNA-binding protein, putative	Tb927.5.1080	
Tb927.5.1090	Tb927.5.1090:mRNA	threonyl-tRNA synthetase, putative	Tb927.5.1090	
Tb927.5.1100	Tb927.5.1100:mRNA	peroxisome targeting signal 1 receptor	Tb927.5.1100	
Tb927.5.1120	Tb927.5.1120:mRNA	Phage tail fibre repeat, putative	Tb927.5.1120	
Tb927.5.1130	Tb927.5.1130:mRNA	hypothetical protein, conserved	Tb927.5.1130	
Tb927.5.1140	Tb927.5.1140:mRNA	choline/ethanolamine kinase	Tb927.5.1140	
Tb927.5.1160	Tb927.5.1160:mRNA	Degradation arginine-rich protein for mis-folding, putative	Tb927.5.1160	
Tb927.5.1200	Tb927.5.1200:mRNA	exosome complex component CSL4	Tb927.5.1200	
Tb927.5.1210	Tb927.5.1210:mRNA	short-chain dehydrogenase, putative	Tb927.5.1210	
Tb927.5.1230	Tb927.5.1230:mRNA	hypothetical protein, conserved	Tb927.5.1230	
Tb927.5.1240	Tb927.5.1240:mRNA	LicD family, putative	Tb927.5.1240	
Tb927.5.1250	Tb927.5.1250:mRNA	GAF domain/TIP41-like family, putative	Tb927.5.1250	
Tb927.5.1370	Tb927.5.1370:mRNA	peptidyl-prolyl cis-trans isomerase, putative	Tb927.5.1370	
Tb927.5.1460	Tb927.5.1460:mRNA	Possible lysine decarboxylase, putative	Tb927.5.1460	
Tb927.5.1470	Tb927.5.1470:mRNA	NADH-cytochrome b5 reductase, putative	Tb927.5.1470	
Tb927.5.1490	Tb927.5.1490:mRNA	Eukaryotic translation initiation factor 4 gamma 1	Tb927.5.1490	
Tb927.5.1510	Tb927.5.1510:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb927.5.1510	
Tb927.5.1520	Tb927.5.1520:mRNA	ATP-dependent protease ATPase subunit HslU1	Tb927.5.1520	
Tb927.5.1530	Tb927.5.1530:mRNA	Flavin-binding monooxygenase-like, putative	Tb927.5.1530	
Tb927.5.1560	Tb927.5.1560:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.5.1560	
Tb927.5.1580	Tb927.5.1580:mRNA	zinc finger CCCH domain containing protein 13	Tb927.5.1580	
Tb927.5.1630	Tb927.5.1630:mRNA	hypothetical protein, conserved	Tb927.5.1630	
Tb927.5.1680	Tb927.5.1680:mRNA	hypothetical protein, conserved	Tb927.5.1680	
Tb927.5.1690	Tb927.5.1690:mRNA	hypothetical protein, conserved	Tb927.5.1690	
Tb927.5.1700	Tb927.5.1700:mRNA	replication Factor A 28 kDa subunit, putative	Tb927.5.1700	
Tb927.5.1710	Tb927.5.1710:mRNA	ATP synthase F(0) complex subunit B, mitochondrial, putative	Tb927.5.1710	
Tb927.5.1720	Tb927.5.1720:mRNA	hypothetical protein, conserved	Tb927.5.1720	
Tb927.5.1730	Tb927.5.1730:mRNA	Ecotin-like protein	Tb927.5.1730	
Tb927.5.1760	Tb927.5.1760:mRNA	Isoprenylcysteine alpha-carbonyl methylesterase, putative	Tb927.5.1760	
Tb927.5.1780	Tb927.5.1780:mRNA	hypothetical protein, conserved	Tb927.5.1780	
Tb927.5.1810	Tb927.5.1810:mRNA	lysosomal/endosomal membrane protein p67	Tb927.5.1810	
Tb927.5.1820	Tb927.5.1820:mRNA	60S acidic ribosomal protein, putative	Tb927.5.1820	
Tb927.5.1840	Tb927.5.1840:mRNA	hypothetical protein, conserved	Tb927.5.1840	
Tb927.5.1880	Tb927.5.1880:mRNA	inhibitor of serine peptidase (ISP), putative	Tb927.5.1880	
Tb927.5.1900	Tb927.5.1900:mRNA	Outer dynein arm docking complex protein 1, putative	Tb927.5.1900	
Tb927.5.1930	Tb927.5.1930:mRNA	signal peptidase subunit, putative	Tb927.5.1930	
Tb927.5.1940	Tb927.5.1940:mRNA	hypothetical protein, conserved	Tb927.5.1940	
Tb927.5.2070	Tb927.5.2070:mRNA	LSU ribosomal protein, mitochondrial, putative	Tb927.5.2070	
Tb927.5.2080	Tb927.5.2080:mRNA	GMP reductase	Tb927.5.2080	
Tb927.5.2100	Tb927.5.2100:mRNA	RNA-binding protein, putative	Tb927.5.2100	
Tb927.5.2160	Tb927.5.2160:mRNA	conserved protein	Tb927.5.2160	
Tb927.5.2260	Tb927.5.2260:mRNA	conserved protein	Tb927.5.2260	
Tb927.5.2270	Tb927.5.2270:mRNA	Component of motile flagella 44	Tb927.5.2270	
Tb927.5.2280	Tb927.5.2280:mRNA	acetyltransferase, putative	Tb927.5.2280	
Tb927.5.2290	Tb927.5.2290:mRNA	ATP-dependent RNA helicase, putative	Tb927.5.2290	
Tb927.5.2320	Tb927.5.2320:mRNA	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase, putative	Tb927.5.2320	
Tb927.5.2330	Tb927.5.2330:mRNA	hypothetical protein, conserved	Tb927.5.2330	
Tb927.5.2370	Tb927.5.2370:mRNA	hydrolase, alpha/beta fold family, putative	Tb927.5.2370	
Tb927.5.2380	Tb927.5.2380:mRNA	hydrolase, alpha/beta fold family, putative	Tb927.5.2380	
Tb927.5.2400	Tb927.5.2400:mRNA	Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative	Tb927.5.2400	
Tb927.5.2410	Tb927.5.2410:mRNA	kinesin, putative	Tb927.5.2410	
Tb927.5.2430	Tb927.5.2430:mRNA	membrane transporter protein, putative	Tb927.5.2430	
Tb927.5.2500	Tb927.5.2500:mRNA	hypothetical protein, conserved	Tb927.5.2500	
Tb927.5.2520	Tb927.5.2520:mRNA	TPR repeat, putative	Tb927.5.2520	
Tb927.5.2530	Tb927.5.2530:mRNA	RNA cytidine acetyltransferase	Tb927.5.2530	
Tb927.5.2540	Tb927.5.2540:mRNA	Organic solute transport protein 1, putative	Tb927.5.2540	
Tb927.5.2560	Tb927.5.2560:mRNA	hypothetical protein, conserved	Tb927.5.2560	
Tb927.5.2570	Tb927.5.2570:mRNA	eukaryotic translation initiation factor 3 subunit b	Tb927.5.2570	
Tb927.5.2590	Tb927.5.2590:mRNA	Macro domain containing protein, putative	Tb927.5.2590	
Tb927.5.2620	Tb927.5.2620:mRNA	hypothetical protein, conserved	Tb927.5.2620	
Tb927.5.2650	Tb927.5.2650:mRNA	L-galactonolactone oxidase	Tb927.5.2650	
Tb927.5.2660	Tb927.5.2660:mRNA	NUC130/3NT domain/SDA1, putative	Tb927.5.2660	
Tb927.5.2670	Tb927.5.2670:mRNA	hypothetical protein, conserved	Tb927.5.2670	
Tb927.5.2700	Tb927.5.2700:mRNA	otubain cysteine peptidase, Clan CA, family C65, putative	Tb927.5.2700	
Tb927.5.2720	Tb927.5.2720:mRNA	zinc finger protein ZPR1	Tb927.5.2720	
Tb927.5.2770	Tb927.5.2770:mRNA	SET domain containing protein, putative	Tb927.5.2770	
Tb927.5.2780	Tb927.5.2780:mRNA	mitochondrial DNA polymerase beta	Tb927.5.2780	
Tb927.5.2790	Tb927.5.2790:mRNA	mitochondrial DNA polymerase beta-PAK	Tb927.5.2790	
Tb927.5.2820	Tb927.5.2820:mRNA	Serine/threonine-protein kinase NEK6, putative	Tb927.5.2820	
Tb927.5.2840	Tb927.5.2840:mRNA	hypothetical protein, conserved	Tb927.5.2840	
Tb927.5.2850	Tb927.5.2850:mRNA	radial spoke protein RSP2, putative	Tb927.5.2850	
Tb927.5.2890	Tb927.5.2890.1:mRNA	AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative	Tb927.5.2890	
Tb927.5.2890	Tb927.5.2890.2:mRNA	AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative	Tb927.5.2890	
Tb927.5.2900	Tb927.5.2900:mRNA	histone deacetylase 4	Tb927.5.2900	
Tb927.5.2930	Tb927.5.2930:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.5.2930	
Tb927.5.2940	Tb927.5.2940:mRNA	stress-induced protein sti1, putative	Tb927.5.2940	
